text,sentiment
i want to go see up but i do not want to go with my mom and brother,0
ooh coffee great idea want one,2
need to pas the exam,1
star trek in max with kojikun easter brian and george,1
i totally agree and there ha there is no way to avoid it,1
but i could barely speak he wa probably thinking who is the weird look say sorry to him for me please x,0
it ha it is tough being a thick chi,0
my college my friend,1
I am summed you re going to be only minute from me on sunday i can not come hear ya,0
working away just now hopefully it stay nice for the afternoon and evening possible bb weather,2
nothing like alone time with your handheld device,2
be back later happy mother s day to all the mother in the world god love u all,2
is not very happy about the fact that her back is hurting today,0
may the th be with you all,1
feeling special lookinghim first guy to give me flower,2
goodnight to all,2
hurt my finger at work,0
rachel alexandra not in belong but appearing in vogue best looking model they have had in year,2
off to bed wa going to read some new moon but it a little late now night night all,1
the pushing ha started not long before a new starwarsday baby is born,1
happy mother day love your mom,2
underway i like that,2
tudes c mon that ha that is almost the they,1
I shall I will visit ny til september no divination for me,1
on the way to kya jordan s house for an o s sleeper,1
indian here very true but you have got the color advantage which the complete american have not,1
good morning hun i will promise glad you like em have a lovely day o,2
it ha it is pm on a friday night and I am going to bed how pathetic,0
thank you for the advice I shall I will work on that when im not at work,2
is new to twitter and ha no friend here or should i say follower,1
the mum s cake is done now i need make a good such and tomorrow will be an amazing mum day,2
definitely ready for a plate of pancake,2
i saw that,1
but i am on pg of so I am getting close dawn,1
I am sad sad sad thought my aunt stint coming but no more i wa so looking forward to having family i miss dat I am alone on mai,0
july st that mean at your concert i will not know all the song oh well yay demi,1
sh t I am getting even more sad I am currently at the library and j think it shall it will be the last one too,0
claire party wa amazing headache,1
home from work why am i awake still up in hour,1
hi i wa just getting up now so i thought i could write something today I am going to go shopping soo fun isn,2
i am doing fantastic jj you doing your question already teacher s pet,2
oh that stick,0
cleaned laundry nail painted productive saturday night,2
,0
cupcake sometimes plugging it into can fix problem,2
it a lovely day sky is clear bird are singing and I am stuck in an office with on window for hour,1
downtown drinking celebrating the cap victory,2
one taken from earlier this week,1
can not figure out at what time french hour the new moon trailer will be up since i can not watch the mtv movie award from paris,1
p i got ben button today completes my best picture noms got all now it wa a great year,2
and yes i like the kid,2
heh when i moved into my house plus wa having a pep rally so there wa cheering and a band,1
my best friend is away at special olympics she said she wa going to bring me,2
well that just suck good way to make me feel bad,1
the big bos is out all week small yay free lunch for the office today big yay,1
already c in our office can people melt we are fighting for air con because fan just do not help but can not find the budget,0
spent the entire morning in a meeting w a vendor and my bos wa not happy w them lot of fun i had other plan for my morning,1
in i loved that movie and i miss raul julia,1
my car is in at the garage is not coming out anytime soon last time i heard the gearbox wa the problem still waiting for the quote,0
i always feel sickle when i wake up well got a busy day ahead of me tipped,1
the sun is attempting to increase her effort ala the same can not be said for me i see a bath a couch a book in my immediate future,0
boo that melanie is teasing me with a piece of cheese,1
not a lonely day after all,1
what the f my pic is not showing,0
ah my poor foot,0
happy mom s day to everyone in the u,2
nearly forgot my pin i should not try to learn anything new in the future lest it push out more vital information,0
this twitter kan eat the gun now an i do not even be going in smh over reaction nothing i need stay strong,1
I am in french and we do not have a teacher one hour left til school end,0
the good i drank eager and linked a hot asian girl s foot the bad i wa reminded once again that i will never get asian girl ever,1
i think they are really good so that probably dans them to obscurity,2
do not know yet lem me know if you come up with something though,1
umm i have no idea what im doing but my friend is pissed off at me now and i do not know why she hate me so much i need help britney plz,0
she will,1
gh headache i just wan na go home,0
yes i ha minute of sims plus season fun fun expansion,2
definition of seniority me about to go to chem ii and calculus not good class to feel like lacking,0
no hard feeling i hope like i say i think we agree with each other,2
www dude no fair i thought that wa the point of this thing,0
chillaxin at work man i screwed up,0
clearly need to crack the whip some more,0
this wa at hitman s down south it just look like business is bad all over,0
such a headache it ha it is killed me,0
happy mother s day mum i love you,2
took a hour nap after work today and will not be able to sleep all night this is a summer,1
strike one three and I am out,0
been job hunting for day medium and non medium job no lucky anyone know of anything,1
yes and il,2
sasha s helped too of course,1
really want to buy new clothes,1
haha you know you loved the hannah montana movie it wa awesome,2
fly unit been on here in age z,1
another long walk in the heat i hate this,0
i like that going to have to re tell,2
aw sorry about your cat no worry about the blanket i wa just wondering I am in no rush take your time,1
who know maybe someday you shall you will come home and find gasp dinner in your fridge,1
wan na see up in d but everyone want to see it in d,1
is finally having dinner at nishiki sushi,1
i ended up not going because my left knee is killing me i think i pushed myself too much yesterday,0
just woke up from a five hour nap i still have a headache medication time,0
feel disappointed mahirap malaga mag supervise ng tao,0
heart hey got your text can not hen family are coming over I have got nae money to come to live anyway xx,1
rounding base she wa fast during relay not so fast during the game,1
that ha that is great basis I am happy for you you going to do the sabah leg to celebrate haha,2
ya she pro doe but i do not want to no about it,0
do not you have a uk say now,1
stellar you look great,2
I am not impressed that it almost always rain on bank holiday still it ha it is a free day no college,0
hahahaha yeah you mess up that crossing and kneeling bit you will get called out joking,0
cleaned out me follower list and blocked the girl now i look like a spammer,0
i had one of those in south florida moving around it could hurt,1
i would advise watching it in the cinema i am sure the effect are worth it unless you have a monster tv at home,2
this is dumb i keep losing follower,0
i havent ben on here n a while sorry but im bac now so hit me sup,0
tried to bing today not operational in australia yet,1
plan for this evening dinner shopping for dress shirt watching up going to bed plan for saturday funeral for a friend,1
leaving for atlanta in the morning to catch jogo and pa st I am excited missed p s at d con last year that made me a sad owl,1
you did not include in the follow friday,1
im with andrew it wa a long but fun day,2
afternoon from office my cubic ha been moved but not the system hippie mine is one of te few surviving good system,2
at least hugh happy trail,2
now the pic wont load up on twitter,0
glad you are happy,2
fruitful look okay but i think it ha it is tumbling something it ha it is a bit baffled under the hat but it sound like i need lacrosse,1
what the hell am i doing awake this early,0
actually did progressive studying today,1
man tha monitor from earlier got me feeling type funny hope i do not get sick,0
oops spent too much already laughing out loud uid gone,0
only thing suck about holiday worrying about pet cat will be ttir cat resort but jones will not have much company dad in law,0
my paradise fly catcher abandoned their nest they are starting again but it ha it is going to b tough,0
thank you google for your adsense payment if only the aussie dollar wa not a strong,2
i fear the spaceship is not long for this earth it just stranded me and edwin on the highway there wa smoke,0
sound awesome wish i could go but no way i could afford it have fun,2
ah naa i do not like rain nm really friend is coming over then going my trans,1
battery is low boo in palm spring ca,0
kat I have begged my mum to lt me get them out the attic but she wont let me wa and yes wa spoilt here,0
that ha that is great hug,2
thanks for ff wink,2
and it ha it is only downhill from now until labor day,0
you should see the morning rush forum s shoutbox overhead book of campaign flying skirt,0
you really do not right now i am a sick a a newt in a freezer it awefyoul x,0
same a i to bad I am a programmer only in this company,0
great night hanging out with my family mom and dad loved the extra company tonight can not wait for frc cola tomorrow,2
not little higgins I shall I will vote anyway amp we need to hang out soon pls hug,1
just got through watching on bone now topping off with house rerun,1
very bored all day no one talk missing my bf and his kiss hold almost over do not wan na go back stool,0
yup then we are a day older,1
I had I would give anything to be there too bad I am in tennessee,0
smackdown is a lot more boring without maria,0
i would join you shopping but i have work all weekend six degree of separation is confusing,0
ha the potential is there but so is the loss of finger think you can get the po to do it at a charge and not full proof,0
off to see the tiny s thinking thought about smile i caught from the radio and big daft grin all over my face,2
dang it i really look like sigh only had min to shower and min to get ready,0
justin timberlake totally rocked snl tonight ooh and happy mother s day another hallmark mating tool,2
exam then some sexy time,1
heading to the airport,1
st the theater here in austria should be bad for the whole weekend sorry,0
ga i got some of your song off itunes I am so happy they are so awesome keep it up,2
it ha it is tryout have you downloaded the tweetdeck yet it is literally amazing,2
i can not make it my manager switched my schedule so I am closing,1
hey watch out you do not post too many advert on your twitter feed i would not normally follow but your blog is interesting,2
that ha that is a lot of range haha aka naglilihi ka ah haha joke lang carmen,1
happy mother day to all the comma especially mine love you tommy,2
miley how can i vote in the mv movie award,1
take wa actually quite good for once,2
i want to see drag me to hell but i get the feeling none of my friend will go w me,0
glad you are having a blast,2
wa about to call,1
tired but have a lot to do looking forward to tabletop gaming tomorrow a a break from my constant programming,1
i do not want to quit my job,1
have spent half of the day troubleshooting something that wa not even within my control cluster doe not always mean high availability,1
can feel a headache growing,0
hi I am ok still not feeling great,0
row those look painful poor bb,0
i think that moving the lawn should not be allowed to be done by teenager it suck well off to row,0
i can not wait that long,1
happy mother s day i hope you have an awesome day and a good rest of the night,2
haha i have ask are you a beayoutifyoul a you re voice cyoyou rest you super cool beayoutifyoul woman who are likely unavailable laughing out loud,1
many tribe r becoming extinct i blame mc donald,0
i can not go to sleep until tech support email me back,1
that wa funny loved it i almost fell for it haha,2
next movie for me terminator salvation and transformer going to be a meta spring this year,1
and i wish i gave you one last keep it simple stupid,2
nice to meet ya,2
you is all i have to say,0
time to get ready for work,1
i said haha it kinda make me sad though,0
what am i doing what can i do,1
hate history of rock,0
yes yes she is indeed nut like me though i am not rich tut x,0
watching jacket the movie,1
changing to work,1
I am so out of it this morning that do not know if coffee or energy drink will help me get going this morning,1
is playing with window rc,1
yes monday are hard hope you have a great day too have the opportunity to get out at some point into the sun,1
it sunday morning and bird are shipping hoping for the best and praying that it the best,2
do you want to do my laundry a well,1
itunes upgrade reset playcount to zero how will i know which one of hasta siempre version i liked best,2
been look like a delicious recipe will try that tone,2
after i water the plant i am headed to the farm do not have any popcorn for the goat katie is looking good under saddle,2
i shoulder at the thought of what she wa thinking she had she would do with it if she had she would managed to reclaim it,1
cant send the dream story on twitter sending on beb mail x,1
sound good the one i wa too wa also fun,2
they raised the price at work which mean people are tipping le yay,0
going back home tonight,1
is feeling her eye burned fried after hour attached to the screen uploading new summer clothing for my store ww chittypulga com,0
haha im way too lazy to check my phone oo michelle are you watching the recruit,0
rose romance is released here on thursday going to get me some bps,1
oh dear it will be late there good ol michigan well i look forward to chatting with you when our careful hour overlap,2
ooh I am jealous i might try and get some for the saturday but i have an exam on the monday that im going to fail,0
goodnight all no ipod still but found my old mp player we ll see how long it hold out for,2
is kickoff the red car hopefully,2
so sorry i just found the member preview ha been sold out for awhile it open at noon to the general public,0
better go and put my clothes on guy even if p j s are warm and movable,1
i fell for austin laura hanafiah even morre shoot a guy should not look that summ haha,2
happy mother day to all you sum out there,0
is still sick but still love revenge and the possibility of more revenge to come,1
love how my printer decided to print all my black all marble hr before an interview for new work this morning,2
liga oh that make sense then d and i need to reread the lot trilogy i lost the three book a long time ago and I am sad,0
im finally going home but did not get to finish all my work so ill be back tomorrow,1
just needed three time in quick succession but three is not four so no record,0
coach say have come along way faster that alot of people oh yeah who the man oh very sore,0
o o that ha that is cool dang have to clean my room now laughing out loud but good luck w those job url,2
guess what happened to my butt yesterday yes anna finger came for a visit and i said nothing about it,1
why thank you could not resist it,1
they follow my,1
you are welcome how much longer until it ha it is colored in,1
good we miss you hope you had fun w the in law haha,1
gift honesty box message ha been discontinued due to abuse here dal facebook aplikace na honor,0
on the set of chuck bass new york palace hotel too bad they were not filming today,0
today will be productive gym now lot and lot of writing later,1
it doe it sometimes it should come back and the car thing suck i feel all anxious and lucky now,0
i wan na be drinking at the pub,1
i would love to come visit you in korea next flight that is under i am there,2
grilled again for dinner last night for the senior s final pair dinner had steak spicy mango sausage hot wing grilled vega corn,1
just downloaded music for over an hour love when that happens,2
wow your spam really ha everything covered mine s almost all enlargement stuff,0
nah i do not finish til next year are you staying in the bad news after graduation,0
i have got my smile,1
can not sleep but is happy that the refugee are keeping him company,1
something outside ha a bell and i wont stop ringing i think it child with bike the asks,1
i need to buy a cheap verizon phone,1
love the comeback i will stay tuned you fellow should follow people on here though you shall you will in turn get more follower,2
watching rd jonas ep,1
school over I am going to miss a bunch of people,0
i voted and i could not,0
ate all my chocolate,1
I am still working,1
awake again i give up I am going to ready for today,1
i do text to twitter sometimes but i do not receive any on my phone so,1
day of writing,1
it is hot here in texas and our ac upstairs is broken so it really hot at my house,0
ha a headache from the the heat,0
friday night and still working oh wait it s saturday morning already,1
the killer where the best a bit disappointed that the last song wa cut short can you watch it in full on player,1
no juice here i didnt even let him use my computer,1
do not get gina thomas the thing you do keep artist running from you she ha she is a correction officer in jersey now,1
i really want to ring but it cost much dam you credit crunch,0
www it gross here a lady keep looking at me weird ha ha but another sailed asked me if i wa in their company me in the army laughing out loud,1
I am so disgusted that my assumption regarding what happened in harlem last night were correct without reading the story first,0
yes and then they should in non test condition,1
you are extremely clever my dear,2
it ha it is sunny but I am bored sad call or text me,0
installed office for mac messed up all my font on safari on a stick help can not even read the solution online badmicrosoft,0
passed my driver test i can drive oh wait i do not turn till october,1
www that ha that is so sweet so glad she ha she is home with you now happy mother s day to you,2
cheer mate still getting over wednesday you ok you should be you are an incredibly wealthy man,2
listening to some band recommended to me by sarah i really like the friday night boy,2
precisely the more follower you have the more important you feel explains a bit more,2
in school want to read eclipse and some page read,1
yo wa joyous how you doi day you hant answer any of my reply,1
that sound like a good compromise,2
i meant i cnt help buyout stop chatting wid her gyoyoud dat you noe everything so do you think it fair,1
no one ever gave me the info I am sad,0
watching neighbour,1
I am jumping off the nearest bridge if i can not have it,0
I am going to the show in amsterdam can not wait,2
say i miss lurking,0
i miss fly last night so much i wa front row centre danny wa making me laugh so much laughing out loud,1
and another one bite the dust,1
oh will do i had to bring the stuff home I am so full it ha it is delicious one of my philly fan,2
waiting for amy so me her and can go see the hannah montana movie,1
no i did not yet he never tested back,1
if i smile at you will you follow me please laughing out loud,2
your lucky you have a bed and ice cream all i have is a very sore couch and some cardboard,1
oh my josh supernatural is on after good news week,1
there ha there is a you s there ha there is only of me,1
today is a good day but it cold,1
i woke up at did not have a full bladder wa not sick and to top it off i went for a run now i wan na go back to bed,1
www why not,1
i hate i hate i hate i hate i hate i hate mother s day,0
da cant im not my sister house no net tone,0
going to search out area we would like for our dream home to also home my home based business one day soon,1
good morning,2
ditto that my friend bored oops now i have an exciting problem,1
have to go now by all see ya later guy,1
please do I shall I will settle for cheap cider for meeting deadline have you seen our new blog at ww havealovelytime com,0
I am looking forward to the joy of the f hoping it another disastrous race for ferrari and button get another well deserved win,1
laughing out loud hell yes I am keen we are going skiing at treble cone sometime this winter,2
just noticed did not get the location right again maybe a way to preview it before sending would be handy,1
ha a broken iphone,0
fr yes i saw the village but the restaurant in the village square ha a sign above it that read digest,1
oh ok tool keep me informed bout that checked you re page it nice,2
I have locked up a mac once or twice in my time ok literally once or twice,1
I am new dunno what doo,1
hope you are having load of fun i love and miss you all boy,1
I am off to a fun filled evening at a funeral home joy,2
everything,0
blanche night done well,1
happy friday do you know how i can get a copy of the bt art you did on mel s fake twitter I am n it buyout can not find it now thank you,2
axzz did you get an invite i miss you,0
midday and a half time for lunch,1
is really really bored i guess i will go to bed,0
the batman knockout in bee make me sad i want the real deal these shoe look cheap cheap,0
still fighting off this cold gh,2
missed you last night hon,0
some advice for all of you do not pressure wash your foot it hurt and is not worth it you really do want the skin on your foot for your information ow,1
im gon na jhs so it another way to talk ta yu,1
my three day weekend start now wa going to watch star trek but opted to go another night instead,1
went shopping for sport tour yesterday with barley very very very funny now i need some branch and a shower,2
wood meant i agree with bookstore trying reply both laughing out loud happy mother day to you a well tt soon,2
i need to watch star trek,1
there ha there is nothing good on tonight anyway sigjeans,0
bf move to the city tomorrow currently he life down the st sadness he will be far away not too far but not down the street,0
i do not know what im doing s,1
we were bored,0
i should of gone to first s for the night anything to get out of the house,1
m www why psn,1
morning sport day today and i have to do the three legged race with mr pettigrew said I am not aloud to trip her up,1
it officially mother day happy mom day,2
britain got talent is rather disappointing this year,0
that make me sad for you,0
is very very tired just want to sleep stupid work getting in the way,0
the ballerina family is super nice albeit a little too controlling of their son s life but the you family is so judgement,2
but i am with you i hate doing it can not we just make music and magically not have to worry about money awe sigh laughing out loud,1
bucket great pic how fun love food and wine festival well beer test too,2
i did not read the detail so that may be it sara jane is a kid s show so it can not be that exciting,0
www on you re way out have fun for me too,2
going to get some coffee,1
possibly going out tonight is there anything to do in lancaster i miss baltimore,0
listening to varsity avclub,1
wasnt it supposed to have been in for yesterday,1
score plus jacuzzi equal amazing,2
duchy sorry to hear it are you going to get it checked out,0
thank you all for the huge response w blessing congratulation for u and anna we are indeed a family in church love that so much,2
i need a coffee,1
i really need to invest in an elliptical machine running with shin split suck,0
thank you for sharing i appreciate your honesty i had not tweeted for some odd hour and got a little tweet happy,2
no problem look forward to your next tweet,2
almost were really tired eye r really dry,0
subway yum,2
about to rehearse starving,0
i need a nap but i will not be getting one,0
out if the big big big happy family for tommy s day meal and happy tommy day to all comma out there,2
good morning hoping to throw back some coffee like right now,1
busy week this week quick trip to chase some oil and gas in town and then back to office for fun week with the level team,2
i just had a lovely lunch of carried rice and mussel with baby octopus yum,2
i like that term today list better than to do list,2
relaxing fragrance are soo in my latest love are still lavender chamomile the basic one trying to find more flower scene,2
can not sleep havent finish my homework it,0
i did see it look so retro i would not say no to recording fan loved given one change you have c fan,1
good morning,2
so sad found out about your boot camp too late oh well may be in la that day anyway,0
good now let u go get this done ww hennesseyblack com,2
today I am sad my cat of year ha just stopped eating and is very sick,0
just spent a week whole of pay on shopping oh well I am happy,2
the latest season doesnt air on any of the indian tv channel so i kinda download the episode view them online,1
you know you re dog is getting old when she sits down to eat poor hilly please do not grow up,0
iusedtobescaredof the girl in the year above me at school,0
who have you noticed now kate,1
am little bit upset ppl is jerk,0
she wa wonderful did not get to meet her though,1
www i lost follower follow me,0
e im going to my dance class now,1
yes that ha that is a problem prism fail,0
im not friend with anyone anymore,0
i have forgot the live with the jonas brother on facebook,1
back to my office the fire alarm went off due to someone burnt food in microwave,0
little bottle jus for me,1
dreaming thinking about my garden,1
i want to be in love,2
alright i really wish you guy could have done a show in tennessee because now i can not go to one of your show,1
i yeah poor yao hope you had you looking at the lakers jersey haha enjoy you re time buddy,2
smh playing dress up laughing out loud i can not see the vid though it not working,0
hmm id that song,1
doesnt know how to pimp out here twitter page,1
boy do not try to front i i know just just what you are are are,1
good evening enjoying vacation eventhough it is boring pray for david cook s brother rip,1
ah well at least I am up to,1
sociology is done english and biology left I am going to die,0
on my way to work cant be bothered,2
got a right bad headache,0
this is my anthem right now do not leave me high and dry,1
www thank you honey did get tommy a daddy,2
i wa certain which show you were talking about by the letter g in camera cafe a minor i think that answer your question,1
stressed a hell but still surviving,2
went to friend s house to watch some good old season episode of supernatural i love this show soo much,2
hey guy we just wanted to announce a marathon so let u just say get ready for a couple episode,1
love magic it ha it is cool great rhythm,2
i hate watching the news why do such awful thing happen,0
resnum we will see how this year go maybe i can head back in oct when the rate go down i wanted to go for my birthday,1
home my foot are sore,0
it been clown since it got flooded in town in april got it repaired or so i thought,1
o exam luck that will be hectic,0
when you get your grill taken care of this morning how about a quick shot of the hand do not ask why just do it,1
off to my cousin confirmation confirmation party,2
had a raw day,0
hour in the sun rash,0
get to see and hopefully meet these guy next week at rot can not wait adelitas way invincible,2
gh my head when will all the headache stop anyways i love my life right now i could not ask for anything more i love being happy,2
talking to nat,1
happy mother s day,2
did some real window shopping and i found so many thing i want that just happen to be over a hundred dollar,1
dear god i hope they save it,2
enjoying my weekend with my kid,2
will certainly do that,1
I am guessing the belt thing is a no go since i did not hear back sorry stop by this weekend we will talk bout the ring etc,0
i wish i wa laying in the sand listening to the wave crash against the shore,2
going to bed early got a lot of important woman to visit for mother day tomorrow p a of midnight tonight happy birthday boo bear,2
poor d is in bed with fever he will not be able to walk in relay for life tonight feel so bad for him he ha he is so sad,0
well got ta grab at least an hour and a half sleep before the girl s get up for school awd the life of multi talkin night morning,0
embody please check out id appreciate it a bunch,2
enjoying sunday place and learning abt more in joomla,2
cv is that like a genetic brand poor you my hobby get bad allergy no fun,0
the following week would be better I shall I will be gone next week,2
my stomach is blah,0
looking at old picture i love it miss the good ol day,2
not letting anyone get me down tired of taking on other people s pain all the time i am a happy person with or without drama om,1
yoo what up mate,1
nk would not call that cool or dangerous reckon it fit into the stupid category,0
so woke up in time just for work boo,0
trying fresco mobileforms toolkit and sample trial message ruin everything the sample ha bug it ha it is running slow poor st impression,0
i am so happy eve is here for early mother s day let u be quiet he drove all night and is sleeping,2
I am about to have to hang up my font is getting to hot,0
oh a usual i should warn my new follower that i tend to over tweet during canuck game apology in advance,0
oh that wa good cake,2
good stuff cant wait for the result,2
all my loved one are leaving on sunday sad,0
hoy yeah i really want one too probably in the winter i may be able to get one but until then,1
feel sick too much cheese on toast,0
why i love so much why your make me smile all the time why your so special bout i cant have you i get scared to try,1
thanks for following,2
i see your date is showing you a good time still want a stripper picture,2
listing to a sad song so i am sad too,0
i heart you girl let u hang out soon,2
haha is such nonsense,0
gh my internet wa down,0
i want to hang out and play but i can t fiddle fiddle on my workload,0
i want too soo bad i hate missing jumbo but i have a shoot tomorrow that i have to be at for so no jumbo for me,0
i need a new iphone case but i am broke,0
it actually is according to all the tweet at least,1
www i know we used to chat but you became too cool for me,1
hey you always look nice wan na come to my friend s party it june th long weekend in sydney,2
hat so how ha how is the fitness regime coming along hehehehe,1
just got woman up by my mom our entire first floor is flooded all our furniture curtain mom expensive rug soaked and ruined,0
i feel really sick and my teeth still hurt ml,0
eye still hurt i think I shall I will go sleep now,0
listening to have heart aka i took over carlos last fm it am need to be up in hour long day tomorrow,0
what ha what is wrong,1
he wa always a bit slug a a whistle blower the denial stuff is pretty spectacular too,2
relay the swimsuit hot tub will not be ready this weekend sadness,0
i think i killed my mo old bromeliad need a new pet plant or not,0
I am so sorry race this suck so bad,0
waiting on food,1
i also have a brain tumor called jeffrey,0
bb s gone well weather stayed good which is a right bonus just off to bed training in the morning at then work,1
not ideal bank holiday condition a little over cast and rainy but perfect for a lazy day with a dvd,0
spiller they sure do more than to boot,1
want to sign up for the germany field trip pero no tango diner,1
do not remind me wa supposed meet up with the home that show back so kill it please do the than,1
bad time,0
chief beat the case top of the table woo and up go the sky sport virtual rugby point,2
we wasnt invited to all get together either then and wa playing security and told u to be quiet,0
kel eh cant stand hot weather,0
artery tomorrow no more haven day for me,1
can not beat all time low i soo want to go to metro station your cheap shot wont be able to break bone,0
i be having a drink with marc while iz is sleeping foot foot,1
i should stop trying to reach,1
dog lucky you it ha it is drilling again tommy say the hurdle are big enough me to swim in so no dog park today,2
they really do it is a cry shame,0
life le highest feeling sometimes i hate that feeling talking about an husband a if he ha he is dead is funny,1
i do not like this band i want my hair back,0
murphy s law sorry that your computer is not cooperating when you have lot of work my kid are,0
stomach camp sat in bed with a hot water bottle having some hot milk toast i feel like a wi girl again minus the stomach camp,0
crawling into my den for the night now,1
going to third,1
it ha it is cold and cloudy and i have a million load of washing to do,1
i wonder why thumbnail picture are not am not showing up on my tweetdeck,0
cant sleep so tired goodnight maybe,0
ha to be a mac believe me you will not regret it,2
seeing frequently,1
ha no people skill,1
matt havent spoken to you in age dude do not forget bout you re aussie fan look love ya,2
is suffering from hayfever is draw from too much prison and is heading to bed with the air purified on,0
new york doll tomorrow night the depot cancelled refund available at point of purchase,1
wow that wa easy thank you,2
tell him ill beat him up if he doesnt share,0
work til,1
yeah physically moving too apparently we will be reporting directly to mr wayward,1
going on day still no new tattoo,1
just woke up happy tommy s day to everyone s mom and grand,2
hey,1
just getting back into the swing still sore from my surgery and tired coffee time,0
hope that migraine doe not stick around for too long,2
i am finally plugged in to listen to flashpoint on shootout and have missed the segment about chevron,0
cunning i have got a go to my cousin s grad party,2
good morning have to get ready to go to the hospital and get a cat scan best wish to you,2
time for mini s,1
going to work it ha it is am,1
off hard to get going today up half the night with year old son,1
is also having a lonely night wishing she could go to audio s so that she doe not have that bad dream again,1
this weekend i started a healthy lifestyle not diet let u see how it go will keep ya posted on my progress,2
oh tell me bout it could not stop punching my stock is running low buying more today,1
look at my background that ha that is how i want my future date to be like well if i ever get him,1
I am alright thanks pal just bored witness bored to hell really wan na go out somewhere,0
sent twitterville off to apple for review more screenshots etc will be released later this week,1
food dummy so whose washing the dish now not me not i rolling on the floor laughing,2
id i m trapped at work all day,0
quickest way to get a seat to yourself on a london bus currently pretend to sleeve very loudly about time,1
just had some delicious sushi from nio nio on vermont and hollywood mm,2
morning twist heading home had a great sleep over w my bf tensile,2
done jack in the green today it wa good a killer walking up the west hill though listening to will and the people,2
thank you for the suggestion i do not think it shall it will be easy to convince her cold calling is not awful tho,1
thanks for that twitpic sure made me laugh,2
morning all just into the office now,1
saw you on snl with your diploma contrast you must be overjoyed now i am finally going to bed site,2
i want him to call,1
sigh I am going to bed i just do not feel right anymore,0
darn i had one and it slipped right through my finger,1
puzzle checking that out right now,1
and apparently i misplaced my ipod the gb,0
happy star war day,2
tuesday any other day long a we still get to watch,1
looking forward to android being pushed to the g then,1
rp rp rp my crack here s mine i just threw up in my mouth lil bit it s my leg laughing out loud,1
on my way to get the crate and bella role sad cup is going tto richmond,0
cara wa great at snl kim you were mentioned on snl tonight justin t wa really good also,2
laughing out loud that is so charlie i miss charlie,1
girlfriend,1
making a list of sic attendance,1
brooklyn we went hard now back up top but st hanja s yea again,0
got tired of the kitchen being uninhabited so swept and topped the floor when it dry I shall I will do the work top,0
note i cant figure out how to get the update on my blackberry i need to go running too,1
i doubt it boo you always leave me behind on your awesome roadtrips,0
oh my josh i get the coupon from them all the time do you I am obsessed with their catalog when it come in the mail,2
ha that sinking feeling that it ha it is all about to go up bracing myself for the hometown,0
i hate waking up early but i need to make up my hr at my pharmacy class sight in other news breakfast time,0
is about to make a nice cup of tea and pop some benadryl long day stay positive twitterbugs goodnight,2
i think ff should be feline friday anyways i want cat picture maybe those are only for saturday though,1
no one love me brittany forgot my flower,0
contrast i just knew a princess would win sigjeans,2
no declaration yet bout crazy korean are not am not playing nice anymore what do you think next I am thinking war,0
wishing you all a happy monday and a wonderful start to this week make it a good one,2
watching please twin going to make some iced tea bd,1
still not asleep ah what the f ...,0
oh barcelona please do not ruin this gt,2
i say the same about poem when you are ready to write nothing else matter a a well known song tell u,1
aw one of our fish died,0
just found out i can not drink at this bar boo missing e at palomino s no cheer sad face,0
boston need one too,1
i hate interview im going to do horrible today,0
now im cry poor thing,0
photo i like da cooloorss and the composition is great scribkin,2
i wan na roc wit chu my but,2
in st period i hate this class can not wait until I am home I shall I will b the happiest person in the world wen I am home,1
classic jt for a saturday evening,1
guess i have to get dressed and be pretty then,1
that is the sweet novelist thing for you to say you made me smile thank you for that,2
i am going to start using for fast access to m twitter com at school,1
exactly like that in glasgow now it s a gt buster,1
brand I have finished laughing out loud,1
zombie make great hunger b c they do not lower their arm or move to fast via,1
is there anything good about our country,1
good deal im doing good thank you the one about me loving my mom,2
but it ha it is fun when they blatantly ignore the advice,2
so I am taking my life guarding class fri pm sat pm sun pm and mon pm live eat and breath life guard stuff yay,2
I am going to pig out on ice cream and potato chip,1
i wish i wa there i ve just moved from san diego to wa and I am very depressed i miss sunny san diego,0
I am listening butterfly fly away daddy i lov you gamma i lov ya,2
laugh my a off i know please reply you got any reply yet l x,1
the blowout ended,1
watching next day air,1
a lovely weekend thank you whats it like where you live exciting im sure night night,2
yes by minute now,1
it going good taken it easy th weekend im preparing for the big event coming you for me you girl inspire me do great thing,2
thanks funny cause it ha it is true,2
mm goodnight going to play rock band til it ha it is time to watch snl with justin timberlake,1
is it too late to jump on a plane to richmond va and go to the condition concert i think that ha that is a yes boo my life and ohio,1
is rad yeah it wa d im so tired i have a headache and now i have to play a game of rugby d but ill be right,0
i do not wan na work over the weekend,1
laughing out loud me too were p hobby s have driver is martin so i am happy for him and me,2
I am feeling sad depressed lonely unhappy all at once whats wrong with me,0
peep this remix from the you dynasty remix tape it delayed bout this will give you a idea,0
fucking myself in tonight mogwai on repeat,1
ok it ha it is my th tweet I shall I will use it to simply say thank you I have met some of the most giving caring people on twitter,2
lien jerk one of our church vocalist,1
watching la rosa de guadalupe dam this episode is so true they are people that make fun of the people that are virgin,1
i hate not bringing my ipod to school,0
fab new pic by the way,2
laughing out loud girl that video disturbed me and i love the hk theme too cute,1
i want some follower,1
the time they are a changing,1
been in bed for two day with migraine,0
why are you scared of the mouse if you can figure out why you are scared maybe you can deal with your fear,1
hey i need that book to go with my amy sedis is finishing it now you say,1
